"hubGene","genes","cor"
"Ceric.25G018800.1","Ceric.14G036500.1",0.771
"Ceric.25G018800.1","Ceric.1Z006200.1",0.766
"Ceric.25G018800.1","Ceric.08G028600.1",0.763
"Ceric.25G018800.1","Ceric.19G030700.1",0.762
"Ceric.25G018800.1","Ceric.05G074200.1",0.761
"Ceric.25G018800.1","Ceric.04G083300.1",0.759
"Ceric.25G018800.1","Ceric.35G059100.1",0.756
"Ceric.25G018800.1","Ceric.18G040200.1",0.755
"Ceric.25G018800.1","Ceric.20G032200.1",0.755
"Ceric.25G018800.1","Ceric.22G052300.1",0.755
"Ceric.25G018800.1","Ceric.30G039300.1",0.755
"Ceric.25G018800.1","Ceric.29G085900.1",0.754
"Ceric.25G018800.1","Ceric.02G062200.1",0.753
"Ceric.25G018800.1","Ceric.20G006700.1",0.753
"Ceric.25G018800.1","Ceric.05G084600.1",0.752
"Ceric.25G018800.1","Ceric.14G055100.1",0.751
"Ceric.25G018800.1","Ceric.34G001000.1",0.751
"Ceric.25G018800.1","Ceric.21G086400.1",0.749
"Ceric.25G018800.1","Ceric.03G092400.1",0.748
"Ceric.25G018800.1","Ceric.06G078800.1",0.748
"Ceric.25G018800.1","Ceric.34G031300.1",0.748
"Ceric.25G018800.1","Ceric.37G034600.1",0.748
"Ceric.25G018800.1","Ceric.03G084000.1",0.747
"Ceric.25G018800.1","Ceric.11G095400.1",0.747
"Ceric.25G018800.1","Ceric.32G071700.1",0.747
"Ceric.25G018800.1","Ceric.07G054500.1",0.746
"Ceric.25G018800.1","Ceric.10G000700.1",0.744
"Ceric.25G018800.1","Ceric.10G013400.1",0.744
"Ceric.25G018800.1","Ceric.17G047500.1",0.744
"Ceric.25G018800.1","Ceric.23G069800.1",0.744
"Ceric.25G018800.1","Ceric.03G026600.1",0.743
"Ceric.25G018800.1","Ceric.37G036400.1",0.743
"Ceric.25G018800.1","Ceric.22G057200.1",0.742
"Ceric.25G018800.1","Ceric.20G054400.1",0.741
"Ceric.25G018800.1","Ceric.39G033200.1",0.741
"Ceric.25G018800.1","Ceric.02G054300.1",0.74
"Ceric.25G018800.1","Ceric.07G049300.1",0.74
"Ceric.25G018800.1","Ceric.09G015800.1",0.74
"Ceric.25G018800.1","Ceric.25G004200.1",0.74
"Ceric.25G018800.1","Ceric.27G042500.1",0.74
"Ceric.25G018800.1","Ceric.32G074700.1",0.74
"Ceric.25G018800.1","Ceric.02G103400.1",0.739
"Ceric.25G018800.1","Ceric.08G041300.1",0.739
"Ceric.25G018800.1","Ceric.30G044500.1",0.739
"Ceric.25G018800.1","Ceric.32G005300.1",0.739
"Ceric.25G018800.1","Ceric.19G028300.1",0.738
"Ceric.25G018800.1","Ceric.01G082000.1",0.737
"Ceric.25G018800.1","Ceric.19G054100.1",0.737
"Ceric.25G018800.1","Ceric.31G035900.1",0.737
"Ceric.25G018800.1","Ceric.33G060500.1",0.737
"Ceric.25G018800.1","Ceric.38G019900.1",0.737
"Ceric.25G018800.1","Ceric.25G014900.1",0.736
"Ceric.1Z166400.1","Ceric.1Z166400.1",1
"Ceric.1Z166400.1","Ceric.1Z234000.1",0.62
"Ceric.1Z166400.1","Ceric.08G003100.1",0.609
"Ceric.1Z166400.1","Ceric.09G064600.1",0.577
"Ceric.1Z166400.1","Ceric.04G111700.1",0.569
"Ceric.1Z166400.1","Ceric.30G023800.1",0.564
"Ceric.1Z166400.1","Ceric.20G051500.1",0.557
"Ceric.1Z166400.1","Ceric.03G022900.1",0.554
"Ceric.1Z166400.1","Ceric.13G063700.1",0.554
"Ceric.1Z166400.1","Ceric.23G080900.1",0.552
"Ceric.24G015600.1","Ceric.24G015600.1",1
"Ceric.24G015600.1","Ceric.35G028100.1",0.881
"Ceric.24G015600.1","Ceric.02G022900.1",0.853
"Ceric.24G015600.1","Ceric.10G045400.1",0.853
"Ceric.24G015600.1","Ceric.31G037800.1",0.832
"Ceric.24G015600.1","Ceric.04G063200.1",0.826
"Ceric.24G015600.1","Ceric.07G065500.1",0.822
"Ceric.24G015600.1","Ceric.24G076600.1",0.821
"Ceric.24G015600.1","Ceric.34G024700.1",0.816
"Ceric.24G015600.1","Ceric.04G026300.1",0.812
"Ceric.39G000500.1","Ceric.39G000500.1",1
"Ceric.39G000500.1","Ceric.39G000700.1",0.802
"Ceric.39G000500.1","Ceric.21G042700.1",0.563
"Ceric.39G000500.1","Ceric.05G074800.1",0.543
"Ceric.39G000500.1","Ceric.34G040600.1",0.528
"Ceric.39G000500.1","Ceric.30G034200.1",0.509
"Ceric.39G000500.1","Ceric.30G018600.1",0.496
"Ceric.39G000500.1","Ceric.01G004000.1",0.491
"Ceric.39G000500.1","Ceric.26G033900.1",0.491
"Ceric.39G000500.1","Ceric.13G021800.1",0.489
